Student ID,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6,Group 7,Group 8,Group 9,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20,Group 21,Group 22,Group 23,Group 24,Group 25,Group 26,Group 27,Group 28,Group 29,Group 30,Group 31,Group 32,Group 33,Group 34,Group 35,Group 36,Group 37,Group 38,Group 39,Group 40,Group 41,Group 42,Group 43,Group 44,Group 45,Group 46,Group 47,Group 48,Group 49,Group 50,Group 51,Group 52,Group 53,Group 54,Group 55,Group 56,Group 57,Group 58,Group 59
1990 Nov,125.3,87.9,62.4,53.3,43.3,9.8,5.2,234.4,4.6,2.8,9.8,17.3,29.9,9.7,11.7,8.9,11,42.2,30.9,33.7,38,31.6,148.4,15.5,194.9,147.3,168.2,87.4,88.2,39.3,135.9,64.9,42.6,14.6,44.2,202.3,83.4,285.7,315.5,180.1,214.5,183.1,66.8,94.9,89.2,82.9,55.6,17.8,54.5,21.9,120.2,36.7,10.1,3.5,4.3,22.4,7.5,6.4,2.2
1990 Dec,136.5,93.5,71.4,71.9,50.2,11.8,6.2,276.8,4.6,3.1,10.2,21.9,36.8,10.9,11.2,8.2,13.4,49.4,30.6,52.2,32.6,28.8,165.2,19.3,280.2,164.5,191.8,104.3,93.1,54.5,191.9,73.5,56.2,22,66.8,272.5,114.5,387,356.3,258.7,377.7,209.1,67.9,116,109.7,78.7,69.6,25,77.5,24.6,152.4,52.4,13,4.7,5.7,26.6,9,8.8,2.7
1991 Jan,121.5,74.8,64.1,62.5,42.7,7.8,4.2,221.3,3.9,2.9,8.6,15.2,29.5,8,9.7,7.5,9.7,42.2,26.2,25.6,29.4,26.9,164.2,12.4,186.3,153.3,165.3,82.6,84.3,33.9,113.4,71.6,41.7,14.9,42.6,172.2,73.7,245.9,318.7,156,154.4,187.8,55.1,103.6,77.5,71.4,48.9,15.5,48.3,21.7,100.7,32.9,9,3.1,2.8,20,6.6,5.9,1.9
1991 Feb,112.3,89.6,57.5,54.1,42.3,8.4,4.5,229.6,4,2.9,8.2,16.4,23.5,8.2,11.1,6.5,11.3,38.4,25.7,25.6,24.5,24.4,144.8,12.6,170.8,136,147.6,75.6,79.9,31.5,104.7,62,37,13.6,37.7,144.2,65.2,209.4,283.6,142.3,137.1,166.9,51.9,87,65.1,62.4,45.5,13.1,41.7,20,96.8,28.6,8.5,3,2.8,19,6.5,5,1.9
1991 Mar,121.6,95.1,61.6,52,43.3,8.6,5.3,238.9,5.4,3.4,9.3,18,30.1,8.5,9.8,7.4,10.5,40.9,25.5,24.9,27.5,28.5,148.4,14.9,171.7,145.9,152,79.8,78.2,32.7,115.6,62.9,38.6,14.6,39.1,160,70.4,230.4,297.9,154.7,169.8,174.1,54.7,95.9,66.2,70.6,40.7,14.5,46.5,21.2,91,32.1,8.8,3,3.4,21.3,7,5.9,2
1991 Apr,120.2,81.7,60.6,46.8,42.3,7.5,4.4,210.6,4.9,3.2,10,14.2,35.1,8.6,10,7,10.9,42.6,27.6,23.8,27.1,27.9,146.8,12,170,146.7,148.1,79.2,75.3,32.4,134.9,65.2,39.6,13.7,43.9,190.4,75.1,265.5,294.8,178.9,176.4,169.5,56,94.2,71.4,65.7,43.6,16.2,55,20.5,95,38.8,9.2,3.2,3,22,7.1,7.7,2.1
1991 May,124.1,91.6,63.8,55.2,45.9,8.7,4.5,238,5.3,3.3,10.1,16.5,33.4,9.1,10.5,8,11.4,42.2,29.4,22.7,27.4,27.7,148.5,13.4,186.9,144.1,158.8,84.9,79.8,34.6,138.4,67.1,43.1,14,45.7,213.5,81.1,294.6,302.9,184,193.4,177.7,61.3,98,79.2,70.3,48.4,16.8,58.5,21.1,100.5,41.8,10,3.1,3.4,22.4,7.6,7.3,2
1991 Jun,120.1,92.6,59.7,48.4,42.4,7.5,4.4,223.2,4.6,3.2,9.2,14.2,27.3,8.9,10,7.1,11.6,39.9,30,24.6,26.2,26.3,146.7,11.3,170.5,142.4,150.6,89.3,80.9,29,114.1,60.5,35.6,12.5,38.1,183.1,72.6,255.7,293,152.2,178.8,179,59.7,98.1,76.6,63.6,44.1,14.8,57.2,20.4,98.7,42.4,9.3,3.1,3.1,22.8,7.7,6.8,2.1
1991 Jul,124.5,103.6,61.6,54.1,42.8,9.2,4.6,242.2,5,3.4,9.1,14.1,31.6,9.9,10.5,8.1,13.2,44.2,33,24.8,28.2,27.5,149.9,11.5,193.5,145.2,158.2,97.2,82.4,31.1,130.8,62.4,39.4,13.3,40.9,214.1,76.5,290.5,303.4,171.7,179.3,179,64.7,96.7,83.3,69.1,49.2,15.7,59.3,22,106.9,43.7,10.6,3.5,2.7,22.4,8.1,7.1,2.1
1991 Aug,130.2,98.9,61.5,51.2,43.1,9.2,5,235.4,4.9,3.6,9.6,13.5,25.6,9.6,11.2,7.8,11,44.1,31.3,28.9,27.5,27.8,157.9,12.2,194.2,149.4,165.4,96.7,83.3,32,120.3,66.8,40.1,13.5,39.3,185.6,73.4,259,314.8,159.6,176.2,181.2,64,98,79,70.9,46.5,16.7,61.5,22.5,106.8,44.8,11.2,3.5,3.1,23.9,8.5,6,2.4
1991 Sep,119.1,98.7,60.5,43.2,46.2,9.5,4.7,230.4,4.6,3.2,10,14.2,23.6,8.4,12.2,7.9,8.8,47.3,31.7,36.7,28.4,25.6,163.7,11.4,175.8,143.5,189.2,86.7,84.6,35.2,108.2,70.6,36.6,13.6,40.1,180.7,78.1,258.8,332.6,148.2,176.1,183.2,71,98.6,84.9,74.7,41.8,16.5,53.6,21.2,110.2,37.1,8.7,3,2.2,22.8,6.7,6.3,2.3
1991 Oct,127.7,91.3,65.6,49.7,48.8,10.1,4.7,232.2,4.9,3.4,10.8,13.5,26.2,9.3,14.9,9.2,9.9,49.2,38.2,45.1,29.3,28.7,174.4,11.5,194.6,152,214,100.5,79.7,44.6,128.8,74.4,37.6,13.7,49,219.2,88.5,307.7,366,177.8,194.9,183.9,80.5,104.2,91.2,79.6,48.4,19.5,64.2,22.5,131.6,44.6,8.7,3.3,2.4,25.3,7.9,7.5,2.8
1991 Nov,127,103.1,64.2,48.5,46.8,10.6,4.9,243.4,5,3.5,9.8,15.1,25.6,9.9,14.9,9.2,11.6,51.5,39.2,51.2,30.6,26.6,172.5,12,196.8,152.8,218.2,96.8,83,44.4,126.3,74.3,39.2,13.3,48.1,211.4,89.7,301,370.9,174.4,219.2,189,80.9,106,90,84.5,51.4,19.4,61.6,22.4,141.7,42.2,9.3,3.4,2.6,23.8,7.5,7.4,2.7
1991 Dec,141.8,112,75.4,66.9,60.9,15.4,7.1,297.9,5.6,3.5,10.7,18.2,29.7,11.8,14,12.4,17.7,59.5,35.6,48.6,30.2,31.7,195.5,14.4,257.6,167.9,225.9,110.8,90.3,56,180,87.7,58,17.7,69.2,300.9,127.5,428.4,393.8,249.2,385.1,227.5,82.2,137.2,121.2,80.3,64.9,31.8,92.7,25.5,149.1,60.9,13.7,5.1,3.3,28.9,9.6,10.8,3.3
1992 Jan,133.5,90.2,63.4,56.9,52,10.6,4.8,241.4,3.8,3,10.1,13.1,20.2,9.1,10.5,9.6,11.4,48.9,31.3,37.7,29.6,25.7,188.4,11.6,191.7,166.9,178.6,96.8,82.3,34.4,109.4,84.4,45.3,14.5,46.2,205.1,87.9,292.9,345.6,155.6,167.9,192.3,65.9,110,86,76.7,49.8,17.8,55.7,24.4,118.8,37.8,9.9,3.7,1.8,24,7.6,6.7,2.4
1992 Feb,125.9,96.3,60.8,49.9,50.4,11.6,5.3,239.4,3.2,3,9.1,11.7,18.9,8.4,9.9,7.6,10.1,44.8,30.8,38.1,25.7,24.4,159.2,11.7,184.8,153.4,170.7,86.4,77.1,31.2,98.2,66.9,38.7,12.7,37.7,178,81.4,259.5,324.1,135.9,156.9,184.5,60,107.4,73.5,69.7,44.5,15.8,51.4,22.9,113.4,35.6,8.3,3,1.9,21.1,7.2,6.2,2
1992 Mar,135.1,103.4,65.1,50.1,50.6,11.3,6.2,251,3.7,3.3,9.9,13.6,22.9,8.9,12.8,8.8,10.4,47.2,32.6,44.7,30.9,27.9,175,12.6,185.1,167.4,188.5,83.5,81.4,33.4,111.7,79.1,39.3,13.5,41.4,180.4,84.3,264.7,356,153.1,166,197.9,68.6,116.5,72.5,74.2,52.6,15.9,55.3,22.9,129.8,39.3,8.8,3.4,1.9,22.7,7.6,7.3,2.6
1992 Apr,135.1,98.7,65.8,46.1,46.3,11,4.6,235.2,3.6,3.1,10.2,14.6,24.2,9.7,12.1,9.2,12.7,49.2,32.5,41,32.7,26.8,176.8,10.9,181.7,161.5,189.6,88.4,78.7,33.6,131.3,77.4,38.1,14.6,45.9,205.7,88.5,294.1,351.1,177.3,203.8,195.6,70.7,116.8,80.7,76.5,55.8,18.5,62,23,129.4,43.5,9.3,3.5,2.2,24,8.5,7.4,2.5
1992 May,137.7,95.8,67.1,50.8,48.2,12.2,5,238.6,4,3.2,11,11.8,26.1,9.5,12.9,9.1,11.9,47.5,33.3,41.9,28.6,27.3,174.9,11.4,189.4,162.1,195.5,94.1,76.7,31.9,135.6,77.1,41.3,13.7,47.8,225.2,93.4,318.6,357.7,183.5,203.8,193.9,70.9,117.2,86.9,69.6,59.5,18.3,68,23.4,134.7,49.7,9.9,3.7,2.1,24.3,8,7.6,2.4
1992 Jun,129.5,89.3,60.1,43.9,44.1,10.1,5.1,219.1,3.6,3.2,10.5,13.2,23.8,9.3,13,8.7,11.7,42.5,36.3,41.1,28.6,27.6,179.8,10.4,189.5,150.2,179.9,96.1,76.2,28.6,125.3,79,36.3,13.4,41.3,219.1,82.3,301.5,330.1,166.6,194.7,169.3,80.2,93.1,82.1,64.3,53,16.5,64,21.8,130.3,47.6,10.1,3.7,2.2,25.2,9.5,7.4,2.4
1992 Jul,134.2,101.4,63.2,48.1,48.1,11.4,5.6,243.6,3.7,3.3,11.5,13.5,24.7,10.3,12.1,9.1,11.3,46.6,37.9,41.9,28.2,31.7,183.7,12.3,206.2,145.5,187,98.9,77.9,30.1,126.3,77.8,37.8,13.4,43.1,220.2,84.2,304.4,332.5,169.4,184.7,177.9,73.8,100,84.6,64.7,59.1,16.4,63.3,22.9,138.9,46.9,11.7,3.7,1.8,25.5,8.8,7.4,2.4
1992 Aug,134.9,100.3,60.9,45,47.1,10.7,5.4,237.1,4,3.4,11.4,13.1,22.6,9.1,12.3,9.3,9.5,47.1,36.5,42,26.9,29.6,176.9,12.1,183,145.1,182.3,95.3,76.1,29.6,107.8,70.7,35.1,12.3,38.6,174.5,79.6,254.1,327.4,146.4,171.1,173.4,77.9,97.3,73,63.3,54.7,16.4,62.6,22.6,133.2,46.2,10.5,3.5,2.1,24.7,8.1,6.3,2.4
1992 Sep,132.7,90.2,61,48,44.7,10.2,5.9,229.5,4.3,3.5,11.7,17.1,21.7,8.9,12.7,6.6,9.7,52.5,34.2,48.9,28.3,29.2,193.2,10.3,189.9,147.4,178.1,87.5,86.5,35,110.3,77.4,36,14.6,41.7,175.8,89.6,265.4,325.4,152,190,190.6,75.4,104.1,79.9,63.3,62,18,68.8,23.1,145.1,50.8,10.2,4.1,1.8,25.1,7.6,6.2,2.6
1992 Oct,138.3,88.8,63.9,47.8,41.6,10.6,5.3,225.9,4.4,3.7,11,18.6,24.2,9.7,13.5,7.2,10.4,61.2,41.2,57.8,29,31.3,195.8,10.2,198.6,152.5,171.9,100.8,86.2,40.3,130.7,80.3,35.5,15.6,48.7,197.9,96.1,294,324.5,179.4,208.4,192.4,85.3,106.2,83.9,65.3,66.4,20.9,79.5,25.2,165.4,58.7,10,5,2,25.2,7.8,7.8,2.7
1992 Nov,134.9,91.8,62.5,49.4,45.4,10.9,5.6,235.2,4.8,3.7,11.4,18.8,22.9,10.1,13.1,7.2,11,55.5,38.7,54.9,30.3,29.8,192,10.3,201.4,150.9,178.5,96.6,87.7,41.2,121.4,79,37,14.2,46.6,199.1,100.6,299.8,329.4,168,227.1,195.4,77.2,107.8,78.7,66.6,67.7,20.4,76.7,24,161.3,56.3,11.3,4.3,2.5,26,7.9,7.3,2.5
1992 Dec,153.8,114.8,76.3,70,60.8,17.4,8.4,314.8,6.3,4.1,13.1,22.6,30.3,12.8,14.3,9,17.9,65.2,42.6,64,30.9,33.3,202.1,16.9,293.3,156.3,221,110.6,104.3,63.2,179.1,88.7,51.7,22.9,75.4,271.1,132.7,403.8,377.3,254.5,392.6,234,89.7,129.8,118.6,68.3,86.2,30.7,115.1,28.2,192.9,84.4,15.9,6.3,3.6,36.1,11.6,11.6,3.5
1993 Jan,130.4,89.6,65.6,52.5,44.4,11.4,4.7,232.6,4.3,3.7,9.5,16.9,20.6,10,10.8,6.5,10.8,55.1,37.4,47.5,30,28.2,196.9,10.7,196,144.8,158.6,99.7,89.1,33.1,107.5,81.7,35.1,15.7,48.4,173.3,86.2,259.5,303.4,155.9,180.9,207.4,69.9,118.4,76.3,63.8,61.7,17.6,67,24.9,146.6,49.4,10.4,4.1,2.2,22.9,7.8,6.3,2.3
1993 Feb,122,92.5,59.8,52.8,44.5,13.4,5.7,240.9,4,3.6,9.7,19.4,17.6,9,11.4,5.7,10,52.3,32.6,45.6,26.4,24.3,166.5,10,176.5,128.4,160.8,88.3,79.4,29.4,94.4,69.7,34.8,13.7,37.1,151,72.9,223.9,289.1,131.5,147.3,182.1,65,102.7,64.5,60.4,56.9,15.8,59.1,23.9,135.1,43.3,10.3,3.6,2,21.2,7.1,5.9,2.2
1993 Mar,125.9,114.3,62.5,55.1,45.8,11.7,6.7,270.9,4.8,3.9,10.7,19.9,20.6,9.1,12.4,7.4,9.5,59.5,38.3,48.8,29.4,29.5,179.9,14.8,198.4,121.7,159.5,96.3,86.7,33.5,110.9,74.9,38.2,15.4,40.7,167.5,81,248.5,281.2,151.6,179.2,191.1,83.7,104.4,73,66.4,67,17.2,61.4,24.4,154.1,44.3,10.5,4.4,2.3,25.6,9.7,7.5,2.6
1993 Apr,130.6,97.9,63,50.4,42.4,13.1,5.6,242.1,5.2,3.9,9.1,17.6,20.7,9.2,11.1,8.2,10.4,59.5,36.6,49.9,27.5,28.1,177.6,12.8,181.5,131.1,151.4,96.3,84.7,34,118,76.9,34.8,16.6,42.3,178.7,79.1,257.9,282.5,160.4,203,189.8,67.3,105,78.9,62.2,64.6,17.9,66.5,24.9,151,48.6,10.7,4.7,2.7,25.5,11.3,8.1,2.9
1993 May,128.5,105.7,61.9,52.2,45.4,11.5,6,255.6,5.4,3.8,9.9,18.9,23,9.3,11.3,8.3,9.9,61.3,38,49,25.7,29.3,170.7,13.4,196.4,123.3,155,104.9,89,32.7,125.2,73.9,37.2,15.1,43.4,205.5,86.8,292.3,278.2,168.6,215.7,192.1,77.6,103.1,82.6,59.2,73.6,18.5,70.2,24.9,160.6,51.7,11,3.8,2.6,26.4,11.3,9,3
1993 Jun,126.2,86,59.3,46.5,47.3,9.5,6.6,232.1,5.2,3.7,10.7,19.4,23.7,9.5,9.5,6.8,14.6,53.2,39.1,51,25.7,30.2,170,14.4,193.4,129.9,145.2,98.8,87.3,34.8,126.4,71.8,40.4,14.6,42,191.6,84,275.6,275.2,168.4,207.3,185.7,76.7,98.4,81.5,58.2,75,20.1,70.9,24.6,165.1,50.8,9.5,4.9,2.5,24.4,8.9,8,2.5
1993 Jul,133.9,83.5,63.1,51.3,50.9,11.2,7.4,243.8,5.4,4,10.1,19.7,23.2,9.9,12.6,7.7,10.3,56,41.6,52.9,27.9,32,174.9,16.6,207.6,135.8,159.8,101.2,93.7,36.7,128.2,77,40.2,14.4,41.5,187.4,80.2,267.6,295.7,169.7,173.7,200.2,71.7,106.5,85.4,62,83.4,21.7,71.8,25.8,177.9,50.2,9.7,4.1,2.4,23.8,9,7.7,2.5
1993 Aug,127.6,76.9,60.3,51.1,50.4,10.5,7.4,233.8,5.4,3.8,9.5,19.4,21.3,9,12.7,7.8,9,56.2,38,54.7,25.6,32.5,171.8,15.7,194.6,140.4,153.2,97.9,90.4,36.6,108.7,73.7,38.9,13.6,38.5,163.9,80.4,244.3,293.6,147.2,157.8,192.4,67.9,101.9,79.8,57.5,75,20.8,66.3,25.1,167.6,45.5,9.8,4.1,2.5,23.5,8.7,6.4,2.8
1993 Sep,127.3,85.2,61.6,51.9,43.9,10.2,6.8,237.1,5.3,4,9.8,19.5,23.4,9.3,12,9.1,9.5,60.5,39.2,46.9,29.3,33.3,177.6,16.5,206.9,146.6,162.9,94.7,93.8,37.1,102.7,78.8,40.3,15.3,38.9,176.4,85.3,261.7,309.6,141.6,193.6,195.1,78.9,101.3,88.3,60.9,80.7,21.7,67.2,27.4,166.8,45.5,10.1,5.3,2.4,23,8.6,7.4,3
1993 Oct,134.3,85.1,63.1,52.8,41.5,11,7,234.3,5.2,4.2,10.7,18.1,24.1,10.1,16.4,9,10,61.7,39.8,59,34.5,34.9,183.6,16.1,225,155.6,166,100.3,93,41.3,110.4,82,39.4,15.7,41.4,189,87.4,276.4,321.6,151.8,201,192.5,84.9,99.6,86.4,67.1,73.4,23.1,68.9,26.6,172.1,45.8,9.2,5.3,2.4,24.6,8.8,7.2,3
1993 Nov,132.4,91.8,62.9,55.8,41.9,10.9,7.3,247.3,5.7,4.2,11.2,19.9,25.6,11,14.8,9.9,12.5,62.5,42.3,59.5,37.6,34.9,178.1,17,224.8,156.4,182.3,107.7,100.8,48.8,118.6,76.7,43.8,16.3,45.4,196.4,95.3,291.7,338.8,164,219.9,202.3,90.6,101.5,88.6,73.4,83.5,24,73.2,27.6,185.3,49.2,11,6.1,2.6,25.9,9,7.5,3.3
1993 Dec,156.4,92.5,79.6,76.9,66.8,14.8,10.8,313.2,7.7,5.1,11.9,27.6,33.9,12.9,20.3,13.7,15.2,75.1,45.6,74.4,38.3,38,207.8,21.5,295.7,163.6,214.5,111.8,112.2,68.5,172.1,100.3,61.9,25.7,66.8,272.3,142.8,415.1,378.1,238.9,396.8,235.9,103.8,123.7,125.4,79.1,127.8,39,121.1,32.3,247.9,82.1,15.4,9.1,3.6,37.1,13.8,12.6,5.1
1994 Jan,145.7,75.5,66.4,61,50.3,10.2,7,243,5,4,9.5,21.7,21.1,8.5,15.1,9.9,10,65.2,38.4,53.7,35.4,30.6,202.6,15.5,202.7,177,168.3,94.4,83,32.5,97.3,94.4,45.5,18.2,38.2,180.4,84.8,265.2,345.3,135.4,167.5,194.1,76.7,111.2,80.2,71.2,82.5,21.4,71.6,27.3,174.5,50.3,9.7,5.2,1.8,23.2,8.8,7.2,2.5
1994 Feb,131.7,83.8,64.2,57.1,51.4,11.7,7.7,251.3,4.5,3.9,9.6,21.2,18.9,9,14.4,8.5,9.8,61,38.5,53.9,34.1,27,174.1,16.7,182.9,147.2,164.5,88.2,82.1,32.9,86.2,80.2,41.7,14.9,33,148.6,77,225.6,311.7,119.2,149.1,185.3,73.4,103.2,67.9,65.8,78.4,19.8,65.1,26.8,170.7,45.3,9.7,4.9,1.8,22.3,7.8,6.8,2.4
1994 Mar,143.9,112.9,73.1,56,56.5,11.3,8.3,284.2,4,4.6,10.7,19.9,23.7,10.4,18,10.9,12,76.9,40,59.4,33.7,31.7,201,16.9,207.6,170.7,186.2,85,91.8,40,107.6,84.6,45.9,15.1,41.1,180.5,87.3,267.8,356.9,148.7,189.2,194.6,80,102.8,85.9,68.6,76.6,19.8,67,29.2,176,47.2,10.9,4.6,2.5,24.1,7.8,7.4,3
1994 Apr,137.1,90.7,60.6,52.7,47.7,10.2,6.9,241.9,3.6,4.6,9.8,17.3,28.4,11,15.4,10.5,13.8,64.4,40,53.3,32,29.2,198.4,14.2,189.6,147.3,175.8,78.5,87.2,39,112.2,84.7,41.6,15.2,41.3,194.4,80.9,275.3,323.1,153.5,197,181.8,81.2,94.5,86.2,63.7,75,22.1,72.8,30.4,168.3,50.7,10.4,4.5,2.3,22.3,7.4,8,2.8
1994 May,136.1,101,62.1,58.5,51.7,11.1,7.8,266.2,3.7,4.4,11.6,18.8,25.1,11.5,16.1,10.3,13.5,61.3,43.2,52.2,33.3,29.9,195.8,14.9,214.8,148.7,179.4,87.9,86.4,40.7,114.3,79.7,45.2,14.6,41.7,201.9,84.2,286.1,328.1,156,212.1,179.9,83.1,93.5,88.2,63.8,83.1,23.3,79.5,29.4,178.5,56.1,12.2,4.6,2.2,24.3,7.9,7.8,2.8
1994 Jun,127.8,102.5,60.7,58.4,51.1,10.9,7.5,267.1,3.9,4,9.8,19.5,24.3,12,15.8,10.3,11.2,58.4,42.2,51.5,30.4,30.7,201.3,14.8,208.2,148.6,177.5,92.9,82.8,42.8,100.5,84.5,47.6,14.6,38.1,182.8,86.1,268.9,326.1,138.6,210.8,180,89.7,97.1,88.3,58.8,88,24,81.4,29.9,181.6,57.4,12.2,4.3,2.2,22.1,7.8,7,2.8
1994 Jul,130.5,102.5,63.4,60.9,54.9,9.9,7.3,274.3,3.7,4.2,10.9,20.8,23.2,10.7,15.5,10.5,11.6,69.2,40.7,48.5,34.3,34.7,213.9,15.2,216.5,154.8,198.1,93.5,90.5,44.9,104.5,95.4,42.3,15.2,38.2,176.5,79.9,256.4,352.9,142.7,169.9,194.6,87.3,104.1,88.5,67.8,79.6,23.4,77.3,29.2,168.9,53.9,10.6,4.5,2.3,24.4,9.3,6.7,3
1994 Aug,135.7,92.8,62.4,65.4,55.2,10,7.1,270.3,3.6,4.2,12.9,21.5,23.6,11.3,16.8,10.3,11,65,39.3,49.2,33.5,33.9,218.8,15.2,243.5,155.5,201.3,91.5,92.2,46.8,96.8,97.5,43.4,14.9,38.9,171.3,84.6,255.9,356.8,135.7,182.2,193.7,87.3,101.5,89.4,66.8,73.5,21,76.4,30.3,162,55.4,12.4,5,2.2,28.7,11,6.1,3.3
1994 Sep,138.5,93.4,64.5,61.8,54.6,11.1,7,262.6,3.6,4.2,11.1,19.6,26.3,10.7,15.7,10.4,10.2,75.2,44,50.9,36,33.4,224.8,12.4,206.5,156.9,196.3,89.8,98.3,45.3,100,97.5,42.7,16.9,39.7,182.6,92.9,275.5,353.2,139.7,202.8,206,94.9,107.7,97.7,69.5,76.1,24.2,82.4,30.4,171.1,58.2,12.4,4.9,2.3,25.1,8.5,7.1,3.3
1994 Oct,153.9,88.7,71.4,67.6,56.1,9.3,6.3,265.5,3.8,4.5,14.3,21.7,26.9,10.7,15.7,9.7,10.1,70.6,48.7,49.9,36.5,37.1,234.4,12.5,226.1,148.6,191.1,80.4,105.8,44.6,106.4,103.3,45.4,18.8,44.7,187.6,101,288.6,339.8,151,215.2,225.1,81.7,119.3,97.8,75.3,74.1,23,81.9,32.1,172.7,58.9,10.3,4.4,2.4,29.4,8.6,6.9,3.3
1994 Nov,151.6,96.8,68,70.5,65,10.2,7,288.9,4,4.5,12.3,21.3,27.4,11,17,10.1,11.1,70.5,52,52.1,36.8,38.9,222.7,14.5,253.5,147.9,216.5,82.1,101.4,51,110,92.2,50.5,19.7,46.2,194.9,101.4,296.3,364.3,156.2,223.1,219.9,85.9,118.5,102.1,75.3,81.6,24.3,88.9,32.5,185.7,64.6,11.6,5.3,2.5,27.5,8.5,7.2,3.9
1994 Dec,179.2,101.7,85.9,94.1,84.2,12.6,9.7,354.4,4.6,5,14,27.5,42.2,12.3,18.6,12.9,16.6,78.7,54.3,62.2,41.4,36.6,254.8,20.8,356.5,164.7,238.7,88.7,109.6,88.9,172.4,111.5,66.8,29.4,69.3,278.7,139.6,418.3,403.3,241.7,418.7,246.3,94.3,136.7,129.2,83,117.4,34.4,121.2,36.1,233.9,86.8,20.4,9.2,3.7,35.4,13.3,10.2,6.5
1995 Jan,160.9,77.3,73.8,67.7,68.4,9,6.6,266.3,2.7,4.5,10.3,19.6,25.6,11,12.6,9,8.1,66.3,43.8,48,31.8,38.4,220.9,14.3,232.7,171.1,217.8,81.9,95.9,45.9,107.9,91.9,44.7,18,42.6,185.7,90.6,276.3,389,150.5,165.1,222.3,68.8,126.5,88.9,70.9,83.8,21.6,72,39.2,175.6,50.3,10.6,4.2,2.5,24.3,8.4,6.2,3.2
1995 Feb,157,77.1,66,65.7,61.6,9.7,7,256.7,3,4.7,10.7,17.1,22.5,10,14.7,8.2,8.5,57.6,40.9,45.1,31.8,29.9,188.6,15.1,204.5,151.1,207.1,74.3,94,41.1,87.9,76.7,44.5,15.7,40.9,155,85,240,358.2,128.8,152,207.2,62.2,113.2,75.1,66.1,69.8,19.3,65.3,35.5,155.9,46.1,11,4.4,2.7,23.2,7.4,6.1,2.8
1995 Mar,165.5,87.7,69.9,68.5,60.5,10.1,8.1,272.8,3.3,5.5,12.1,18.5,27.2,10.6,18.2,9.8,10.5,63.7,45,50.2,34.6,34.7,212.1,16,229.1,167.3,227.7,79.2,112.1,46.5,98.8,81,50.4,18.1,47.7,181.9,91.8,273.7,395,146.5,188.2,238.1,70.8,126,85.4,71.9,76.6,20.5,73.1,38.8,171.8,52.6,13.2,4.6,2.7,26.4,9,7.2,3.1
1995 Apr,164.4,69.9,71.4,63.7,54.5,8.3,7.9,239.8,3.6,5.4,10.6,18,30.9,10.1,15.9,8.5,12.3,61,40.7,49.6,30.8,34.1,210.8,14.5,217.7,167.3,218.8,71.6,100.8,47.1,112.4,84.4,47.9,19,51.4,206.8,94.2,301,386.1,163.8,215.7,229,63.7,128.1,88.1,67.3,71.7,19.8,76,40,161.9,56.2,16.1,4.9,2.5,23.8,8.5,8.3,3.2
1995 May,160.8,83.2,74.2,72.9,60.6,9.7,8,274.1,4.3,5.9,12,19.7,30.1,11.2,17.1,10.1,10.3,60.3,45.8,50.8,30.9,35.5,212.6,16.4,250.3,166.3,233.5,80.3,100,51.6,104.2,85.1,57.8,19.3,49.1,205.5,95.3,300.8,399.9,153.4,211.6,222.4,73.5,122.4,93.5,69,87.2,22.6,87.9,38,183.9,65.3,17.8,4.8,2.4,24.8,8.7,7.9,3
1995 Jun,156.9,75.5,71.2,71.2,58.6,9.2,7.7,259.2,4.3,5.6,10.9,18.1,27.4,12.1,15.2,9.9,10.3,57.1,46.8,51.4,28.5,41,210.6,15.1,238.7,159.8,213.7,77.6,100.7,54.8,104.1,82.1,55.3,18.3,47,200.9,95.3,296.2,373.5,151.2,209.9,221.5,83.1,120.7,101,64.6,84.1,20.2,81.4,38.6,182.3,61.2,16.5,4.7,2.6,24.9,9.5,8.3,3.1
1995 Jul,158.5,82.8,75.3,71.7,62.4,9.4,9.7,277.7,4.6,5.7,11.7,21.5,26.7,11,14.6,8.7,9.5,60.7,46.7,48.6,31.2,44.1,209.6,16.2,228.9,176.6,230.3,85,98.2,52.8,98.4,85.1,50.7,17.5,48.1,191.1,103.1,294.1,406.9,146.5,197.2,225.4,70.9,127.2,82.9,66.8,77.9,21.3,80.3,41,173.2,59,15.5,4.4,2.7,25.3,9.5,7.9,3.1
1995 Aug,169.3,88.1,76.5,72.7,59.9,10.2,8.6,282.9,4.7,6,11.7,22,28.5,10.6,14.6,9.2,10.3,61.2,50.7,52.7,30.5,39.6,220.6,17.3,219.3,179.4,226.6,79.6,96.7,52.4,90.9,92.1,53,17.6,47.6,187.9,100.7,288.6,406,138.5,197.8,227.4,69.4,130.7,90.1,67.6,74.1,23,81.1,44,177.5,58,16.1,4.8,2.7,24.5,8.5,7.4,2.9
1995 Sep,164.3,83.9,74.7,71.1,62.5,8.7,8.7,275.4,4.8,6.1,11.1,21.1,26.9,10.2,14.9,8.8,9.4,64.7,51.9,56.6,33.1,37.9,213.3,15.9,219.2,179.1,240.4,81.4,100.5,52.3,90.8,84.5,47.5,19.4,48,186.3,110.4,296.7,419.4,138.8,195.3,233.4,76.7,132.9,99.8,70.8,78.3,24,84.8,44.3,186.8,60.8,15.1,4.9,2.8,25,8.5,8.4,3.2
